"Street Name",Locality,From,To,"Section Length (Metres)","Treatment Priority","Treatment Route Number"
"Barnton Avenue","Davidsons Mains","East Barnton Avenue","Barnton Park",161.6,1,Barnton_011
"Barnton Avenue","Davidsons Mains","Barnton Park","Barnton Avenue",41.26,1,Barnton_011
"Barnton Avenue","Davidsons Mains","Barnton Avenue","Barnton Avenue",34.46,1,Barnton_011
"Barnton Avenue","Davidsons Mains","Barnton Avenue","Silverknowes Terrace",110.5,1,Barnton_011
"Barnton Gardens","Davidsons Mains","Cramond Road South","Barnton Park",86.4,1,Barnton_011
"Barnton Park Avenue",Barnton,"Barnton Park Avenue","Barnton Park Avenue",107.4,2,Barnton_202
"Barnton Park Avenue",Barnton,"Barnton Park Avenue","Barnton Park Place",68.5,2,Barnton_202
"Barnton Park Avenue",Barnton,"Barnton Park View","Barnton Park Avenue",288.3,2,Barnton_202
"Barnton Park Avenue",Barnton,"Barnton Park Place","Barnton Park Drive",342,2,Barnton_202
"Barnton Park Crescent",Barnton,"Barnton Park Avenue","Barnton Park Drive",63.95,2,Barnton_202
"Barnton Park Crescent",Barnton,"Barnton Park Drive","Barnton Park Gardens",275.6,2,Barnton_202
"Barnton Park Crescent",Barnton,"Barnton Park Gardens","Barnton Park Wood",53.63,2,Barnton_202
"Barnton Park Crescent",Barnton,"Barnton Park Wood","Barnton Park View",117.5,2,Barnton_202
"Barnton Park Drive",Barnton,"Barnton Park Avenue","Barnton Park Gardens",79.23,2,Barnton_202
"Barnton Park Drive",Barnton,"Barnton Park Gardens","Barnton Park Avenue",107.9,2,Barnton_202
"Barnton Park Drive",Barnton,"Barnton Park Drive","Queensferry Road",54.04,2,Barnton_202
"Barnton Park Drive",Barnton,"Barnton Park Avenue","Barnton Park Drive",69.53,2,Barnton_202
"Barnton Park View",Barnton,"Barnton Park Crescent","Barnton Park Avenue",485.5,2,Barnton_202
"Bavelaw Road",Balerno,Oakdale,"Bavelaw Gardens",101.3,1,Bankhead_001
"Bavelaw Road",Balerno,"Bavelaw Green",Oakdale,183.1,1,Bankhead_001
"Bavelaw Road",Balerno,"Bavelaw Gardens","Harlaw Road",254.6,1,Bankhead_001
"Bavelaw Road",Balerno,"Bridge Road","Bavelaw Green",56.98,1,Bankhead_001
"Baxter's Place",Broughton,Greenside,"Greenside Lane",72.31,1,Barnton_004
"Baxter's Place",Broughton,Greenside,"Antigua Street",23.62,1,Blackford_002
"Beaufort Road",Bruntsfield,"Chalmers Crescent","Lover's Loan",45.2,1,Blackford_016
"Beaufort Road",Bruntsfield,"Palmerston Road","Chalmers Crescent",96.58,1,Blackford_016
"Beaufort Road",Bruntsfield,"Strathearn Road","Palmerston Road",129.5,1,Blackford_016
"Belford Gardens",Ravelston,"Blinkbonny Avenue","Queensferry Terrace",379.5,2,Barnton_201
"Belford Road","New Town","Bell's Mills","Belford Terrace",35.7,1,Barnton_007
"Belford Road","New Town","Belford Road","Belford Road",52.87,1,Barnton_007
"Belford Road","New Town","Belford Road","Ravelston Terrace",23.24,1,Barnton_007
"Belford Road","New Town","Bell's Mills","Bell's Mills",31.12,1,Barnton_007
"Belford Road","New Town","Douglas Gardens","Bell's Mills",64.76,1,Barnton_007
"Belford Road","New Town","Belford Park","Belford Road",56.98,1,Barnton_007
"Belford Road","New Town","Belford Road","Belford Road",129.1,1,Barnton_007
"Belford Road","New Town","Belford Road","Belford Road",40.83,1,Barnton_007
"Belford Road","New Town","Belford Road","Ravelston Terrace",22.02,1,Barnton_007
"Belford Road","New Town","Belford Terrace","Belford Park",63.76,1,Barnton_007
"Belford Terrace","New Town","Belford Road","Belford Road",54.52,1,Barnton_007
"Belgrave Road",Corstorphine,"St John's Road","Belgrave Gardens",230.3,1,Barnton_006
"Belgrave Road",Corstorphine,"Belgrave Gardens","Belgrave Road",51.42,1,Barnton_006
"Belgrave Road",Corstorphine,"Belgrave Road","Clermiston Road",202.4,1,Barnton_006
"Belhaven Terrace","Easter Craiglockhart","Morningside Road","Balcarres Street",33.02,1,Bankhead_007
Bellevue,Broughton,"East Claremont Street","Bellevue Place",97.14,1,Barnton_008
Bellevue,Broughton,"Bellevue Place","Bellevue Crescent",25.5,1,Barnton_008
Bellevue,Broughton,"Cornwallis Place","East Claremont Street",104.7,1,Barnton_008
"Bellevue Place",Broughton,Bellevue,"Bellevue Road",133.1,1,Barnton_008
"Bellevue Road",Broughton,"Bellevue Place","Green Street",72.19,1,Barnton_008
"Bernard Street","North Leith",Shore,"Seaport Street",128.5,1,Barnton_004
"Bernard Street","North Leith","Seaport Street","Baltic Street",88.55,1,Barnton_004
"Bernard Terrace",Newington,"South Clerk Street","St Leonard's Street",187.4,1,Blackford_007
"Biggar Road",Swanston,"Biggar Road","Biggar Road",20.04,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Biggar Road",61.19,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Biggar Road",195.4,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Biggar Road",196.2,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Biggar Road",76.16,1,Blackford_002
"Biggar Road",Swanston,"Swanston Drive","Biggar Road",97.77,1,Blackford_002
"Biggar Road",Swanston,"Swanston Drive","Biggar Road",98.4,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Buckstone Terrace",46.57,1,Blackford_002
"Biggar Road",Swanston,"Biggar Road","Swanston Avenue",154.6,1,Blackford_002
"Biggar Road",Swanston,"Swanston Avenue","Swanston Drive",250.2,1,Blackford_002
"Bingham Avenue",Bingham,"Mountcastle Drive South","Bingham Crescent",86.2,1,Blackford_009
"Bingham Avenue",Bingham,"Bingham Crescent","Bingham Crossway",137.5,1,Blackford_009
"Bingham Avenue",Bingham,"Bingham Crossway","Duddingston Row",225.7,1,Blackford_009
"Bingham Crescent",Bingham,"Bingham Broadway","Bingham Avenue",63.47,1,Blackford_009
"Bingham Crescent",Bingham,"Bingham Drive","Bingham Broadway",71.93,1,Blackford_009
"Bingham Drive",Bingham,"Mountcastle Drive South","Bingham Crescent",124.7,1,Blackford_009
"Blacket Avenue",Newington,"Blacket Place","Minto Street",126.8,1,Blackford_007
"Blacket Avenue",Newington,"Dryden Place","Blacket Place",119.9,1,Blackford_007
"Blacket Avenue",Newington,"Dalkeith Road","Dryden Place",109.6,1,Blackford_007
"Blackford Avenue",Blackford,"Grange Loan Gardens","Oswald Road",108,1,Blackford_008
"Blackford Avenue",Blackford,"Oswald Road","St Alban's Road",127.9,1,Blackford_010
"Blackford Avenue",Blackford,"St Alban's Road","Mortonhall Road",125,1,Blackford_010
"Blackford Avenue",Blackford,"Mortonhall Road","Blackford Bank",46.54,1,Blackford_010
"Blackford Avenue",Blackford,"Blackford Bank","Charterhall Grove",69.48,1,Blackford_010
"Blackford Avenue",Blackford,"Charterhall Road","Charterhall Grove",85.23,1,Blackford_010
"Blackford Avenue",Blackford,"Eva Place","West Savile Terrace",159.7,1,Blackford_008
"Blackford Avenue",Blackford,"Observatory Road","Eva Place",180,1,Blackford_008
"Blackford Glen Road",Blackford,"Liberton Brae","Blackford Glen Road",870.1,1,Blackford_001
"Blackford Hill Rise",Blackford,"Observatory Road","Blackford Hill View",113.1,2,Blackford_201
"Blackford Hill Rise",Blackford,"Blackford Hill Grove","Ladysmith Road",122,2,Blackford_201
"Blackford Hill Rise",Blackford,"Blackford Hill View","Blackford Hill Grove",73.5,2,Blackford_201
"Blackfriars Street","Old Town","New Skinner's Close",Cowgate,86.11,1,Barnton_009
"Blackfriars Street","Old Town","New Skinner's Close","High Street",75.29,1,Barnton_009
"Blenheim Place",Broughton,Greenside,"Royal Terrace",198.2,2,Blackford_202
"Blinkbonny Avenue",Ravelston,"Blinkbonny Road","Craigleith Drive",90.62,2,Barnton_201
"Blinkbonny Avenue",Ravelston,"Belford Gardens","Blinkbonny Road",220,2,Barnton_201
"Blinkbonny Road",Blinkbonny,"End of cul de sac","Blinkbonny Road",86.06,1,Farmers_002_Dalmahoy
"Blinkbonny Road",Blinkbonny,"Braeburn Drive",Kirkgate,401.9,1,Farmers_002_Dalmahoy
"Blinkbonny Road",Blinkbonny,"Blinkbonny Road","Braeburn Drive",155.5,1,Farmers_002_Dalmahoy
"Blinkbonny Road",Blinkbonny,"Lanark Road West","Kinleith Mill Industrial Estate",126.6,1,Farmers_002_Dalmahoy
"Blinkbonny Road",Blinkbonny,"Blinkbonny Road","Blinkbonny Road",655.2,1,Farmers_002_Dalmahoy
"Blinkbonny Road",Blinkbonny,"Blinkbonny Road","Blinkbonny Road",102.5,1,Farmers_002_Dalmahoy
"Blinkbonny Terrace",Ravelston,"Craigleith Crescent","Craigleith Crescent",15.13,2,Barnton_201
"Blinkbonny Terrace",Ravelston,"Craigleith Crescent","Ravelston House Road",161.8,2,Barnton_201
"Bo'ness Road","South Queensferry","Bo'ness Road","Builyeon Road",117.4,1,Barnton_003
"Bo'ness Road","South Queensferry","Echline Avenue","Springfield Crescent",96.8,1,Barnton_003
"Bo'ness Road","South Queensferry","Bo'ness Road","Builyeon Road",89.56,1,Barnton_003
"Bo'ness Road","South Queensferry","Echline Avenue","Springfield View",26.08,1,Barnton_003
"Bo'ness Road","South Queensferry","Echline Avenue","Walker Drive",255.1,1,Barnton_003
"Bo'ness Road","South Queensferry","Springfield View","Springfield Crescent",315.4,1,Barnton_003
"Bo'ness Road","South Queensferry","Echline Avenue","Bo'ness Road",309.9,1,Barnton_003
"Boathouse Bridge Road",Kirkliston,"Boathouse Bridge Road","Boathouse Bridge Road",86.55,1,Barnton_002
"Boathouse Bridge Road",Kirkliston,"C157 - Kirkliston to Burnshot","Boathouse Bridge Road",1596,1,Barnton_002
"Bonaly Avenue",Colinton,"Bonaly Crescent","Bonaly Drive",340.2,1,Bankhead_005
"Bonaly Avenue",Colinton,"Bonaly Road","Bonaly Drive",82,1,Bankhead_005
"Bonaly Crescent",Colinton,"Laverockdale Loan","Laverockdale Crescent",17.07,1,Bankhead_005
"Bonaly Crescent",Colinton,"Bonaly Terrace","Laverockdale Loan",52.6,1,Bankhead_005
"Bonaly Crescent",Colinton,"Bonaly Terrace","Bonaly Avenue",69.36,1,Bankhead_005
"Bonaly Crescent",Colinton,"Bonaly Avenue","Laverockdale Park",50,1,Bankhead_005
"Bonaly Crescent",Colinton,"Bonaly Gardens","Laverockdale Park",20.02,1,Bankhead_005
"Bonaly Crescent",Colinton,"Bonaly Gardens","Bonaly Rise",88.25,1,Bankhead_005
"Bonaly Drive",Colinton,"Bonaly Avenue","Bonaly Terrace",69.01,1,Bankhead_005
"Bonaly Drive",Colinton,"Bonaly Avenue","Bonaly Gardens",70.11,1,Bankhead_005
"Bonaly Drive",Colinton,"Bonaly Gardens","Bonaly Grove",71.11,1,Bankhead_005
"Bonaly Grove",Colinton,"Bonaly Brae","Bonaly Crescent",215.3,1,Bankhead_005
"Bonaly Grove",Colinton,"Bonaly Drive","Bonaly Brae",100.7,1,Bankhead_005
"Bonaly Road",Colinton,"Bonaly Wester","Torduff Road",199.1,1,Bankhead_005
"Bonaly Road",Colinton,"West Carnethy Avenue","Bonaly Road",96.19,1,Bankhead_005
"Bonaly Road",Colinton,"Bonaly Road","Bonaly Avenue",82.03,1,Bankhead_005
"Bonaly Road",Colinton,"Bonaly Avenue","Bonaly Wester",135,1,Bankhead_005
"Bonaly Road",Colinton,"Grant Avenue","Woodhall Road",69.35,1,Bankhead_005
"Bonaly Road",Colinton,"Grant Avenue","West Carnethy Avenue",126.2,1,Bankhead_005
"Bonaly Terrace",Colinton,"Bonaly Crescent","Bonaly Crescent",267.3,1,Bankhead_005
"Bonaly Terrace",Colinton,"Bonaly Drive","Bonaly Crescent",77.67,1,Bankhead_005
"Bonnington Road",Leith,"Anderson Place","Pilrig Street",280.8,1,Barnton_008
"Bonnington Road",Leith,"Great Junction Street","Burlington Street",198,1,Barnton_008
"Bonnington Road",Leith,"Burlington Street","Anderson Place",253,1,Barnton_008
"Boswall Loan",Boswall,"Boswall Loan","Granton Place",72.46,1,Barnton_015
"Boswall Loan",Boswall,"Boswall Loan","Boswall Parkway",92.33,1,Barnton_015
"Boswall Loan",Boswall,"Granton Place","Granton Terrace",76.42,1,Barnton_015
"Boswall Loan",Boswall,"Granton Terrace","Wardieburn Drive",91.5,1,Barnton_015
"Boswall Parkway",Royston,"Boswall Drive","Boswall Terrace",101.7,1,Barnton_015
"Boswall Parkway",Royston,"Boswall Loan","Boswall Drive",61.68,1,Barnton_015
"Boswall Parkway",Royston,"Wardieburn Drive","Boswall Terrace",90.67,1,Barnton_015
"Boswall Parkway",Royston,"Wardieburn Drive","Wardieburn Street East",85.85,1,Barnton_015
"Boswall Parkway",Royston,"Wardieburn Street East","Wardieburn Street West",174,1,Barnton_015
"Boswall Parkway",Royston,"Wardieburn Street West","Pilton Drive North",182.1,1,Barnton_015
"Boswall Parkway",Royston,"Royston Mains Gardens","Pilton Drive",94.05,1,Barnton_015
"Boswall Parkway",Royston,"Royston Mains Road","Royston Mains Gardens",82.5,1,Barnton_015
"Boswall Parkway",Royston,"Crewe Bank","Royston Mains Road",90.81,1,Barnton_015
"Boswall Parkway",Royston,"Crewe Crescent","Crewe Bank",88.96,1,Barnton_015
"Boswall Parkway",Royston,"Crewe Place","Crewe Crescent",83.19,1,Barnton_015
"Boswall Parkway",Royston,"Crewe Road North","Crewe Place",82.38,1,Barnton_015
"Boswall Road",Trinity,"Granton Road","Boswall Road Lane",67.53,1,Barnton_015
"Boswall Road",Trinity,"Boswall Road Lane","Wardie House Lane",117.1,1,Barnton_015
"Boswall Road",Trinity,"Wardie House Lane","Boswall Road",89.36,1,Barnton_015
"Boswall Road",Trinity,"Boswall Road","Netherby Road",89.61,1,Barnton_015
"Bowhill Terrace",Warriston,"South Trinity Road","Monmouth Terrace",26.06,1,Barnton_005
"Bowhill Terrace",Warriston,"Inverleith Row","South Trinity Road",73.07,1,Barnton_005
"Braefoot Terrace",Mayfield,"Liberton Brae","Mayfield Road",43.18,1,Blackford_001
"Braehead Avenue",Cramond,"Braehead Avenue","Braehead Drive",66.18,2,Barnton_202
"Braehead Avenue",Cramond,"Braehead Row","Braehead Avenue",60.08,2,Barnton_202
"Braehead Avenue",Cramond,"Braehead Road","Braehead Park",17.8,2,Barnton_202
"Braehead Avenue",Cramond,"Braehead Park","Braehead Row",108.6,2,Barnton_202
"Braehead Drive",Cramond,"Braehead Avenue","Braehead Grove",47,2,Barnton_202
"Braehead Grove",Cramond,"Braehead Bank","Whitehouse Road",78.56,2,Barnton_202
"Braehead Grove",Cramond,"Braehead View","Braehead Bank",53.45,2,Barnton_202
"Braehead Grove",Cramond,"Braehead Drive","Braehead View",36.22,2,Barnton_202
"Braehead Road",Cramond,"Braehead Grove","Whitehouse Road",263.1,2,Barnton_202
"Braehead Road",Cramond,"Braehead Avenue","Braehead Grove",227.2,2,Barnton_202
"Braid Avenue",Cluny,"Nile Grove","Woodburn Terrace",55.18,2,Bankhead_201
"Braid Avenue",Cluny,"Hermitage Drive","Braid Avenue",24.32,2,Bankhead_201
"Braid Avenue",Cluny,"Cluny Gardens","Cluny Avenue",86.05,2,Bankhead_201
"Braid Avenue",Cluny,"Cluny Avenue","Nile Grove",83.05,2,Bankhead_201
"Braid Avenue",Cluny,"Cluny Drive","Cluny Gardens",121.1,2,Bankhead_201
"Braid Avenue",Cluny,"Corrennie Drive","Cluny Drive",116.1,2,Bankhead_201
"Braid Avenue",Cluny,"Braid Avenue","Corrennie Drive",169.2,2,Bankhead_201
"Braid Hills Drive","Braid Hills","Howe Dean Path","Braid Hills Drive",771.9,1,Blackford_008
"Braid Hills Drive","Braid Hills","Howe Dean Path","Farm Access - Meadowhead Stables",506.3,1,Blackford_008
"Braid Hills Drive","Braid Hills","Braid Hills Road","Braid Hills Drive",334.4,1,Blackford_008
"Braid Hills Road","Braid Hills","Braid Farm Road","Braid Hills Drive",101.7,1,Blackford_008
"Braid Hills Road","Braid Hills","Braid Road","Braid Hills Avenue",163.4,1,Blackford_008
"Braid Hills Road","Braid Hills","Braid Hills Avenue","Braid Farm Road",344.8,1,Blackford_008
"Braid Hills Road","Braid Hills","Braid Road","Comiston Road",137.9,1,Blackford_008
"Braid Road","Braid Hills","Frogston Terrace","Winton Drive",38.51,1,Blackford_004
"Braid Road","Braid Hills","Buckstone Terrace","Buckstone Drive",31.78,1,Blackford_008
"Braid Road","Braid Hills","Buckstane Park","Braid Road",113.4,1,Blackford_008
"Braid Road","Braid Hills","Buckstone Drive","Buckstane Park",241.2,1,Blackford_008
"Braid Road","Braid Hills","Braid Mount","Braid Road",64.94,1,Blackford_008
"Braid Road","Braid Hills","Braid Mount","Riselaw Road",223.9,1,Blackford_008
"Braid Road","Braid Hills","Braid Farm Road","Braid Hills Road",115.5,1,Blackford_008
"Braid Road","Braid Hills","Riselaw Road","Braid Hills Road",89.54,1,Blackford_008
"Braid Road","Braid Hills","Cluny Drive","Cluny Gardens",155.3,1,Blackford_008
"Braid Road","Braid Hills","Comiston Terrace","Cluny Drive",92.09,1,Blackford_008
"Braid Road","Braid Hills","Braid Crescent","Comiston Terrace",113.7,1,Blackford_008
"Braid Road","Braid Hills","Braidburn Crescent","Braid Crescent",102.4,1,Blackford_008
"Braid Road","Braid Hills","Braidburn Terrace","Braidburn Crescent",80.89,1,Blackford_008
"Braid Road","Braid Hills","Braid Road","Braid Farm Road",88.89,1,Blackford_008
"Braid Road","Braid Hills","Hermitage Drive","Braid Road",322,1,Blackford_008
"Brandon Street",Broughton,"Brandon Terrace","Brandon Street",91.04,1,Barnton_008
"Brandon Street",Broughton,"Brandon Street","Henderson Row",29.82,1,Barnton_008
"Brandon Street",Broughton,"Brandon Street","Brandon Street",29.82,1,Barnton_008
"Brandon Terrace",Broughton,"Canonmills Bridge","Brandon Street",117,1,Barnton_008
"Bread Street","Old Town","Spittal Street","West Port",88.14,1,Barnton_010
"Bread Street","Old Town","Lothian Road","Spittal Street",122.9,1,Barnton_010
"Bridge Road",Hailes,"Spylaw Street","Gillespie Road",119.1,1,Bankhead_005
"Bridge Road",Hailes,"Colinton Road","Spylaw Street",264.6,1,Bankhead_005
"Bridge Road",Balerno,"Bridge Road","Bavelaw Road",162.7,1,Bankhead_001
"Bridge Road",Balerno,"Lanark Road West","Bridge Road",208.7,1,Bankhead_001
"Bridge Road",Balerno,"Bavelaw Road","Main Street",81.03,1,Bankhead_001
"Brighton Place","Portobello West","Lee Crescent","Rosefield Place",129.5,1,Blackford_009
"Brighton Place","Portobello West","West Brighton Crescent","Sir Harry Lauder Road",87.05,1,Blackford_009
"Brighton Place","Portobello West","Bath Street","Lee Crescent",68.02,1,Blackford_009
"Brighton Place","Portobello West","Rosefield Place","West Brighton Crescent",90.56,1,Blackford_009
"Brighton Place","Portobello West","Sir Harry Lauder Road","Southfield Place",23.35,1,Blackford_009
"Bristo Place",Newington,"Bristo Port",Potterrow,101.3,1,Barnton_009
"Broomhall Drive",Broomhall,"Wester Broom Avenue","Wester Broom Drive",226.3,1,Bankhead_009
"Broomhall Drive",Broomhall,"Wester Broom Avenue","South Gyle Road",159,1,Bankhead_009
"Broomhall Drive",Broomhall,"South Gyle Road","Broomhall Drive",67.56,1,Bankhead_009
"Broomhall Drive",Broomhall,"Broomhall Drive","Wester Broom Place",66.96,1,Bankhead_009
"Broomhouse Avenue",Broomhouse,"Broomhouse Road","Broomhouse Drive",62.13,2,Bankhead_202
"Broomhouse Avenue",Broomhouse,"Broomhouse Park","Broomhouse Road",33.24,2,Bankhead_202
"Broomhouse Avenue",Broomhouse,"Broomhouse Road","Broomhouse Park",37.34,2,Bankhead_202
"Broomhouse Avenue",Broomhouse,"Broomhouse Street North","Broomhouse Road",36.06,2,Bankhead_202
"Broomhouse Avenue",Broomhouse,"Broomhouse Place North","Broomhouse Street North",101.2,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Street South","Calder Road - SR Numbers 298 - 370",82.48,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Row","Broomhouse Court",200,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Place South","Broomhouse Street South",138.5,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Crescent","Broomhouse Place South",145.5,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Court","Broomhouse Crescent",72.77,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Saughton Road","Broomhouse Row",82.57,2,Bankhead_202
"Broomhouse Crescent",Broomhouse,"Broomhouse Crescent","Broomhouse Place North",77.89,2,Bankhead_202
"Broomhouse Drive",Broomhouse,"Broomhouse Avenue","Broomhouse Gardens East",204.3,1,Bankhead_009
"Broomhouse Drive",Broomhouse,"Broomhouse Medway","Saughton Road",414.1,1,Bankhead_009
"Broomhouse Drive",Broomhouse,"Broomhouse Gardens East","Broomhouse Medway",75.27,1,Bankhead_009
"Broomhouse Drive",Broomhouse,"Broomhouse Drive","Broomhouse Road",34.97,1,Bankhead_009
"Broomhouse Drive",Broomhouse,"Broomhouse Road","Broomhouse Drive",32.62,1,Bankhead_009
"Broomhouse Drive",Broomhouse,"Broomhouse Drive","Broomhouse Avenue",57.66,1,Bankhead_009
"Broomhouse Medway",Broomhouse,"Broomhouse Terrace","Broomhouse Street North",36.44,2,Bankhead_202
"Broomhouse Medway",Broomhouse,"Broomhouse Street North","Broomhouse Place North",101.8,2,Bankhead_202
"Broomhouse Medway",Broomhouse,"Broomhouse Terrace","Broomhouse Park",36.06,2,Bankhead_202
"Broomhouse Medway",Broomhouse,"Broomhouse Park","Broomhouse Drive",103.1,2,Bankhead_202
"Broomhouse Place North",Broomhouse,"Broomhouse Place North","Broomhouse Grove",102.2,2,Bankhead_202
"Broomhouse Place North",Broomhouse,"Broomhouse Medway","Broomhouse Place North",33.24,2,Bankhead_202
